"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 05, 2018","15,591.65","15,416.90","15,710.00","15,265.65","44.28K","0.98%"
"Oct 04, 2018","15,441.10","15,835.20","15,835.20","15,403.90","70.10K","-2.95%"
"Oct 03, 2018","15,909.80","16,208.75","16,278.00","15,874.25","69.39K","-1.87%"
"Oct 01, 2018","16,213.60","15,897.10","16,282.05","15,861.50","135.22K","2.37%"
"Sep 28, 2018","15,838.05","15,932.10","15,972.00","15,734.95","183.72K","-1.12%"
"Sep 27, 2018","16,018.00","15,979.50","16,094.05","15,943.90","74.16K","0.54%"
"Sep 26, 2018","15,932.45","16,285.75","16,292.30","15,877.90","44.16K","-1.86%"
"Sep 25, 2018","16,234.90","16,207.00","16,360.60","16,081.90","42.20K","0.37%"
"Sep 24, 2018","16,175.30","15,862.40","16,235.05","15,820.65","39.76K","2.16%"
"Sep 21, 2018","15,833.50","16,023.65","16,047.20","15,579.95","56.71K","-1.43%"
"Sep 19, 2018","16,063.95","16,092.65","16,115.15","15,982.05","20.37K","0.21%"
"Sep 18, 2018","16,031.00","16,152.85","16,152.85","16,003.20","20.23K","-0.55%"
"Sep 17, 2018","16,119.80","16,096.40","16,207.50","16,080.75","19.85K","0.29%"
"Sep 14, 2018","16,072.50","16,046.40","16,104.05","15,843.60","27.09K","0.11%"
"Sep 12, 2018","16,054.05","16,092.10","16,124.55","15,977.85","24.83K","0.38%"
"Sep 11, 2018","15,993.20","16,182.00","16,217.75","15,970.10","30.42K","-0.70%"
"Sep 10, 2018","16,105.30","16,150.65","16,229.85","16,085.50","25.10K","0.00%"
"Sep 07, 2018","16,104.80","16,126.25","16,130.60","15,975.00","26.51K","0.14%"
"Sep 06, 2018","16,081.65","16,047.95","16,121.50","15,932.65","31.53K","0.26%"
"Sep 05, 2018","16,039.90","16,088.70","16,124.60","15,976.45","38.12K","-0.05%"
"Sep 04, 2018","16,048.70","15,799.35","16,094.05","15,783.55","44.13K","2.06%"
"Sep 03, 2018","15,724.70","16,013.05","16,048.25","15,703.00","47.58K","-0.55%"
"Aug 31, 2018","15,811.40","15,575.95","15,833.65","15,567.50","33.61K","1.81%"
"Aug 30, 2018","15,529.85","15,519.60","15,576.65","15,428.10","23.21K","0.03%"
"Aug 29, 2018","15,524.95","15,617.00","15,621.90","15,439.45","16.01K","-0.37%"
"Aug 28, 2018","15,583.05","15,546.50","15,641.40","15,528.40","16.54K","0.44%"
"Aug 27, 2018","15,514.95","15,285.10","15,539.65","15,274.35","16.60K","1.67%"
"Aug 24, 2018","15,260.05","15,337.90","15,410.20","15,239.35","19.79K","-0.40%"
"Aug 23, 2018","15,321.95","15,195.00","15,361.40","15,185.25","28.68K","1.24%"
"Aug 21, 2018","15,134.65","15,072.45","15,183.25","15,041.85","30.40K","0.92%"
"Aug 20, 2018","14,996.10","15,033.65","15,054.10","14,946.55","22.50K","-0.86%"
"Aug 17, 2018","15,126.40","15,059.95","15,143.35","14,982.35","16.67K","0.55%"
"Aug 16, 2018","15,044.35","15,021.95","15,122.65","15,017.25","20.92K","0.23%"
"Aug 14, 2018","15,009.25","14,927.40","15,090.90","14,872.95","23.02K","0.87%"
"Aug 13, 2018","14,880.25","14,697.70","14,902.40","14,683.00","25.29K","1.37%"
"Aug 10, 2018","14,679.30","14,661.90","14,702.15","14,568.30","15.75K","0.52%"
"Aug 09, 2018","14,603.35","14,660.55","14,662.45","14,588.95","14.78K","-0.03%"
"Aug 08, 2018","14,608.20","14,650.60","14,663.05","14,534.60","13.19K","-0.04%"
"Aug 07, 2018","14,613.75","14,660.10","14,688.10","14,588.55","15.38K","0.06%"
"Aug 06, 2018","14,605.55","14,694.70","14,731.10","14,572.90","12.95K","-0.30%"
"Aug 03, 2018","14,649.10","14,632.35","14,663.60","14,588.95","13.64K","0.66%"
"Aug 02, 2018","14,552.60","14,689.10","14,739.80","14,541.35","15.96K","-0.86%"
"Aug 01, 2018","14,679.35","14,618.65","14,690.60","14,586.55","17.34K","0.63%"
"Jul 31, 2018","14,587.80","14,432.60","14,617.75","14,386.80","26.70K","1.16%"
"Jul 30, 2018","14,420.55","14,538.90","14,561.05","14,391.15","20.23K","-0.67%"
"Jul 27, 2018","14,517.90","14,476.45","14,553.80","14,450.15","19.27K","0.34%"
"Jul 26, 2018","14,468.10","14,510.60","14,559.50","14,423.75","29.67K","-0.74%"
"Jul 25, 2018","14,575.35","14,697.85","14,697.85","14,539.25","23.51K","-0.60%"
"Jul 24, 2018","14,663.90","14,768.85","14,768.90","14,620.95","22.27K","-0.13%"
"Jul 23, 2018","14,683.20","14,726.70","14,726.70","14,571.60","33.75K","-0.12%"
"Jul 20, 2018","14,701.40","14,541.35","14,771.05","14,518.50","29.98K","1.46%"
"Jul 19, 2018","14,489.85","14,638.10","14,693.45","14,420.00","30.18K","-0.97%"
"Jul 18, 2018","14,631.70","14,695.65","14,762.30","14,568.55","22.26K","0.09%"
"Jul 17, 2018","14,618.25","14,609.55","14,709.60","14,539.60","25.84K","0.01%"
"Jul 16, 2018","14,617.05","14,554.25","14,776.00","14,443.00","37.40K","0.57%"
"Jul 13, 2018","14,534.90","14,559.15","14,654.55","14,462.95","40.03K","0.13%"
"Jul 12, 2018","14,515.65","14,611.45","14,627.80","14,437.65","35.37K","-0.14%"
"Jul 11, 2018","14,536.45","14,352.15","14,629.50","14,337.55","55.76K","2.21%"
"Jul 10, 2018","14,222.75","14,275.10","14,299.50","14,174.60","33.46K","0.81%"
"Jul 09, 2018","14,108.85","14,111.85","14,141.15","13,993.60","26.77K","0.66%"
"Jul 06, 2018","14,015.95","14,008.15","14,063.25","13,925.55","25.44K","0.33%"
"Jul 05, 2018","13,970.50","14,180.30","14,184.45","13,898.90","26.47K","-1.10%"
"Jul 04, 2018","14,126.15","14,243.80","14,243.95","14,099.25","25.15K","-0.68%"
"Jul 03, 2018","14,222.55","14,100.80","14,238.90","14,074.85","27.13K","1.07%"
"Jul 02, 2018","14,072.30","14,024.60","14,086.80","13,977.90","20.23K","0.59%"
"Jun 29, 2018","13,989.50","13,959.15","14,020.75","13,858.70","31.58K","0.83%"
"Jun 28, 2018","13,873.80","14,070.90","14,139.65","13,853.10","38.56K","-1.03%"
"Jun 27, 2018","14,018.40","14,005.65","14,143.30","13,966.35","26.38K","0.54%"
"Jun 26, 2018","13,943.50","13,862.70","13,981.15","13,848.80","20.50K","0.56%"
"Jun 25, 2018","13,865.20","13,814.00","13,918.05","13,791.00","16.68K","0.64%"
"Jun 22, 2018","13,777.10","13,792.85","13,844.00","13,724.15","17.04K","0.04%"
"Jun 21, 2018","13,771.70","13,856.10","13,882.40","13,751.60","19.79K","-0.28%"
"Jun 20, 2018","13,810.90","13,900.85","13,914.95","13,782.15","21.02K","-0.28%"
"Jun 19, 2018","13,849.45","13,987.60","14,028.70","13,835.70","20.04K","-1.25%"
"Jun 18, 2018","14,024.20","14,223.35","14,223.35","13,995.90","18.27K","-0.69%"
"Jun 15, 2018","14,121.50","13,868.50","14,151.75","13,841.60","37.86K","2.14%"
"Jun 14, 2018","13,825.40","13,980.55","13,984.75","13,784.35","25.34K","-1.49%"
"Jun 13, 2018","14,034.15","14,001.20","14,074.90","13,950.15","21.01K","1.26%"
"Jun 12, 2018","13,859.85","13,817.70","13,889.45","13,771.35","28.59K","0.62%"
"Jun 11, 2018","13,775.10","13,807.50","13,869.55","13,755.50","19.17K","0.04%"
"Jun 08, 2018","13,769.80","13,677.80","13,841.65","13,674.35","24.31K","0.63%"
"Jun 07, 2018","13,683.75","13,530.55","13,714.20","13,525.35","27.48K","1.15%"
"Jun 06, 2018","13,528.80","13,460.60","13,554.25","13,355.20","24.52K","0.89%"
"Jun 05, 2018","13,408.90","13,625.65","13,638.75","13,363.40","30.75K","-1.37%"
"Jun 04, 2018","13,595.10","13,592.40","13,646.55","13,525.20","18.46K","0.27%"
"Jun 01, 2018","13,558.55","13,694.25","13,785.35","13,528.65","23.61K","-0.79%"
"May 31, 2018","13,666.00","13,515.35","13,695.30","13,460.70","45.21K","0.80%"
"May 30, 2018","13,557.70","13,548.85","13,627.05","13,480.55","31.34K","-0.02%"
"May 29, 2018","13,561.05","13,535.45","13,631.30","13,482.05","41.98K","0.47%"
"May 28, 2018","13,497.70","13,832.95","13,832.95","13,457.60","46.72K","-1.92%"
"May 25, 2018","13,762.35","13,854.10","13,963.70","13,715.50","29.78K","-0.10%"
"May 24, 2018","13,775.70","13,563.65","13,797.95","13,543.65","31.48K","2.31%"
"May 23, 2018","13,464.35","13,517.30","13,615.40","13,435.50","24.20K","-0.15%"
"May 22, 2018","13,484.55","13,453.80","13,530.55","13,420.10","20.30K","0.01%"
"May 21, 2018","13,483.85","13,485.45","13,572.15","13,434.10","20.90K","0.18%"
"May 18, 2018","13,459.15","13,487.35","13,526.95","13,412.85","20.95K","-0.34%"
"May 17, 2018","13,504.75","13,606.65","13,625.50","13,461.05","17.53K","-0.15%"
"May 16, 2018","13,525.60","13,474.05","13,585.15","13,466.60","15.27K","0.15%"
"May 15, 2018","13,504.95","13,441.55","13,614.65","13,419.70","17.91K","0.44%"
"May 14, 2018","13,446.15","13,480.10","13,495.50","13,358.20","14.14K","-0.24%"
"May 11, 2018","13,478.60","13,457.90","13,519.15","13,393.30","17.40K","0.38%"
"May 10, 2018","13,427.30","13,505.25","13,566.05","13,403.30","16.66K","-0.19%"
"May 09, 2018","13,453.40","13,397.85","13,538.40","13,390.90","17.20K","0.55%"
"May 08, 2018","13,379.65","13,453.95","13,474.25","13,297.20","20.50K","-0.34%"
"May 07, 2018","13,424.90","13,533.55","13,563.85","13,395.85","19.51K","-0.21%"
"May 04, 2018","13,453.30","13,488.75","13,488.80","13,302.90","31.37K","-0.15%"
"May 03, 2018","13,473.95","13,759.45","13,759.45","13,430.75","38.40K","-2.04%"
"May 02, 2018","13,754.30","13,985.55","13,985.55","13,723.65","28.76K","-1.66%"
"Apr 30, 2018","13,986.25","13,818.85","14,094.10","13,810.55","19.28K","1.39%"
"Apr 27, 2018","13,794.90","14,015.70","14,070.35","13,766.75","20.68K","-1.65%"
"Apr 26, 2018","14,026.65","13,836.95","14,056.15","13,827.10","39.18K","0.97%"
"Apr 25, 2018","13,892.40","13,737.50","13,972.65","13,665.70","34.41K","1.15%"
"Apr 24, 2018","13,734.80","13,976.70","14,071.55","13,704.85","24.29K","-1.99%"
"Apr 23, 2018","14,013.95","13,897.65","14,294.15","13,836.50","52.98K","0.74%"
"Apr 20, 2018","13,910.35","13,379.35","13,964.30","13,371.85","55.05K","4.80%"
"Apr 19, 2018","13,273.45","13,192.95","13,295.70","13,157.85","23.56K","1.14%"
"Apr 18, 2018","13,124.00","13,185.20","13,218.45","13,106.30","19.33K","-0.29%"
"Apr 17, 2018","13,162.30","13,177.10","13,194.40","13,094.00","17.96K","-0.31%"
"Apr 16, 2018","13,203.10","12,936.30","13,242.05","12,935.25","29.40K","-0.43%"
"Apr 13, 2018","13,260.45","13,240.65","13,380.40","13,085.05","35.17K","0.70%"
"Apr 12, 2018","13,168.20","12,782.05","13,219.55","12,766.65","29.81K","3.21%"
"Apr 11, 2018","12,759.10","12,629.40","12,785.30","12,608.85","15.10K","1.45%"
"Apr 10, 2018","12,576.55","12,532.25","12,618.80","12,519.45","19.33K","0.36%"
"Apr 09, 2018","12,531.20","12,605.35","12,640.30","12,506.40","15.21K","-0.57%"
"Apr 06, 2018","12,603.35","12,685.30","12,687.40","12,569.25","14.80K","-0.62%"
"Apr 05, 2018","12,682.55","12,617.45","12,695.80","12,578.95","15.51K","1.53%"
"Apr 04, 2018","12,490.85","12,689.90","12,689.90","12,442.15","15.69K","-0.99%"
"Apr 03, 2018","12,615.45","12,637.80","12,708.15","12,557.05","15.46K","-0.72%"
"Apr 02, 2018","12,707.10","12,542.30","12,723.40","12,541.35","19.31K","1.56%"
"Mar 28, 2018","12,511.55","12,468.70","12,573.10","12,424.55","28.77K","-0.05%"
"Mar 27, 2018","12,518.20","12,539.50","12,566.50","12,444.70","16.23K","0.45%"
"Mar 26, 2018","12,462.40","12,536.60","12,542.55","12,392.25","22.30K","-0.63%"
"Mar 23, 2018","12,541.10","12,292.65","12,564.75","12,281.20","22.84K","0.41%"
"Mar 22, 2018","12,489.60","12,607.65","12,638.95","12,454.50","14.98K","-0.95%"
"Mar 21, 2018","12,608.85","12,665.75","12,698.35","12,554.15","21.67K","-0.00%"
"Mar 20, 2018","12,609.10","12,385.00","12,644.60","12,375.40","22.86K","1.51%"
"Mar 19, 2018","12,421.30","12,660.90","12,725.35","12,392.70","16.46K","-2.18%"
"Mar 16, 2018","12,698.40","12,776.25","12,778.60","12,606.60","33.03K","-0.50%"
"Mar 15, 2018","12,762.30","12,815.60","12,860.00","12,727.80","26.08K","-0.19%"
"Mar 14, 2018","12,786.95","12,725.20","12,840.45","12,711.25","18.82K","0.41%"
"Mar 13, 2018","12,734.20","12,778.35","12,842.20","12,663.30","60.98K","-1.46%"
"Mar 12, 2018","12,923.40","12,825.25","13,012.35","12,813.25","18.60K","1.38%"
"Mar 09, 2018","12,747.25","12,710.35","12,805.35","12,656.65","11.73K","0.51%"
"Mar 08, 2018","12,682.40","12,757.00","12,802.15","12,645.75","15.49K","0.04%"
"Mar 07, 2018","12,677.15","12,767.45","12,856.55","12,650.25","19.41K","-0.23%"
"Mar 06, 2018","12,706.10","12,924.45","12,930.55","12,667.45","19.95K","-1.18%"
"Mar 05, 2018","12,857.65","12,768.55","12,890.95","12,684.30","25.33K","0.69%"
"Mar 01, 2018","12,769.45","12,823.90","12,842.65","12,736.40","16.91K","-0.31%"
"Feb 28, 2018","12,809.00","12,744.40","12,904.20","12,696.35","28.61K","0.49%"
"Feb 27, 2018","12,746.80","12,777.25","12,797.35","12,688.00","20.09K","0.26%"
"Feb 26, 2018","12,713.15","12,864.60","12,903.90","12,692.35","21.52K","-1.23%"
"Feb 23, 2018","12,871.15","12,784.10","12,888.00","12,701.10","28.05K","1.11%"
"Feb 22, 2018","12,730.25","12,663.65","12,794.00","12,631.85","31.67K","0.55%"
"Feb 21, 2018","12,660.05","12,490.50","12,703.85","12,452.35","28.59K","2.33%"
"Feb 20, 2018","12,372.00","12,272.95","12,491.60","12,268.55","17.98K","0.33%"
"Feb 19, 2018","12,331.40","12,474.15","12,479.40","12,228.80","17.83K","-0.86%"
"Feb 16, 2018","12,437.95","12,512.75","12,687.45","12,412.10","21.31K","-0.15%"
"Feb 15, 2018","12,456.50","12,497.50","12,584.25","12,439.05","16.85K","0.29%"
"Feb 14, 2018","12,420.00","12,438.20","12,546.00","12,346.00","21.87K","-0.02%"
"Feb 12, 2018","12,422.65","12,544.70","12,591.95","12,390.90","18.17K","-0.56%"
"Feb 09, 2018","12,492.70","12,449.70","12,556.20","12,350.40","19.70K","-0.76%"
"Feb 08, 2018","12,588.35","12,556.80","12,764.75","12,468.50","30.20K","1.11%"
"Feb 07, 2018","12,450.05","12,667.60","12,680.30","12,419.40","22.59K","-0.89%"
"Feb 06, 2018","12,562.35","12,516.20","12,750.70","12,490.75","25.66K","-2.90%"
"Feb 05, 2018","12,936.90","12,878.70","13,104.80","12,845.00","24.74K","-0.36%"
"Feb 02, 2018","12,983.60","12,872.50","13,130.25","12,846.20","32.40K","0.15%"
"Feb 01, 2018","12,964.60","12,965.60","13,141.75","12,812.95","21.21K","-0.17%"
"Jan 31, 2018","12,986.40","13,050.85","13,142.85","12,943.35","29.66K","-0.93%"
"Jan 30, 2018","13,107.95","13,193.00","13,238.50","13,071.85","36.71K","-1.02%"
"Jan 29, 2018","13,242.50","13,113.20","13,328.05","13,096.45","23.37K","0.95%"
"Jan 25, 2018","13,117.85","13,257.90","13,259.15","12,996.75","34.51K","-0.99%"
"Jan 24, 2018","13,249.55","13,020.30","13,553.95","13,005.95","47.95K","1.54%"
"Jan 23, 2018","13,048.90","12,919.30","13,084.20","12,898.25","34.12K","1.19%"
"Jan 22, 2018","12,894.95","12,544.60","12,924.60","12,521.15","35.36K","2.07%"
"Jan 19, 2018","12,633.85","12,577.25","12,668.55","12,485.30","23.32K","0.50%"
"Jan 18, 2018","12,570.70","12,565.85","12,605.15","12,431.80","28.53K","0.31%"
"Jan 17, 2018","12,531.40","12,473.05","12,653.25","12,432.75","30.98K","0.81%"
"Jan 16, 2018","12,430.95","12,036.55","12,487.25","12,027.30","42.68K","3.65%"
"Jan 15, 2018","11,992.80","12,103.50","12,214.65","11,971.95","16.10K","-0.88%"
"Jan 12, 2018","12,099.20","12,144.80","12,146.75","12,004.40","28.77K","-0.03%"
"Jan 11, 2018","12,103.10","12,060.80","12,178.80","12,045.45","28.62K","0.40%"
"Jan 10, 2018","12,054.70","11,803.85","12,076.25","11,762.50","23.81K","2.24%"
"Jan 09, 2018","11,790.85","11,805.35","11,819.35","11,685.75","18.49K","0.12%"
"Jan 08, 2018","11,776.85","11,674.35","11,793.85","11,661.50","18.26K","1.23%"
"Jan 05, 2018","11,633.55","11,575.45","11,691.45","11,541.80","21.14K","0.37%"
"Jan 04, 2018","11,590.80","11,599.05","11,607.75","11,510.40","15.37K","0.04%"
"Jan 03, 2018","11,586.70","11,617.35","11,693.35","11,573.25","17.30K","-0.13%"
"Jan 02, 2018","11,602.35","11,587.85","11,655.50","11,558.45","17.16K","0.32%"
"Jan 01, 2018","11,565.75","11,612.70","11,655.85","11,549.00","14.35K","-0.86%"
"Dec 29, 2017","11,665.75","11,479.50","11,689.75","11,430.65","18.24K","1.47%"
"Dec 28, 2017","11,496.40","11,481.80","11,549.80","11,460.80","20.00K","-0.11%"
"Dec 27, 2017","11,509.25","11,490.30","11,538.70","11,465.60","15.83K","0.02%"
"Dec 26, 2017","11,507.40","11,503.00","11,531.25","11,454.90","18.45K","0.05%"
"Dec 22, 2017","11,501.90","11,368.20","11,532.75","11,345.25","16.51K","1.12%"
"Dec 21, 2017","11,374.30","11,317.50","11,406.40","11,288.75","13.02K","0.62%"
"Dec 20, 2017","11,304.20","11,267.40","11,322.20","11,198.60","12.18K","0.57%"
"Dec 19, 2017","11,240.65","11,324.55","11,334.05","11,214.60","17.31K","-0.66%"
"Dec 18, 2017","11,315.20","11,211.80","11,345.40","11,096.60","13.46K","0.24%"
"Dec 15, 2017","11,288.30","11,299.60","11,337.00","11,245.55","21.88K","0.11%"
"Dec 14, 2017","11,275.40","11,257.95","11,307.90","11,174.65","19.57K","0.21%"
"Dec 13, 2017","11,251.70","11,257.05","11,328.75","11,210.70","16.17K","-0.18%"
"Dec 12, 2017","11,272.45","11,327.70","11,341.75","11,251.70","17.17K","-0.46%"
"Dec 11, 2017","11,324.00","11,178.90","11,343.15","11,170.45","13.37K","1.35%"
"Dec 08, 2017","11,173.40","11,189.80","11,249.30","11,159.75","15.72K","0.09%"
"Dec 07, 2017","11,163.50","11,075.55","11,178.80","11,057.45","20.94K","0.80%"
"Dec 06, 2017","11,074.90","11,024.55","11,099.05","11,006.20","18.40K","0.45%"
"Dec 05, 2017","11,025.40","11,079.35","11,121.85","11,005.90","20.18K","-0.51%"
"Dec 04, 2017","11,081.65","11,007.95","11,138.10","10,901.10","24.59K","1.22%"
"Dec 01, 2017","10,948.50","11,123.60","11,180.40","10,930.95","13.00K","-1.50%"
"Nov 30, 2017","11,115.35","11,233.50","11,241.80","11,060.10","29.81K","-1.05%"
"Nov 29, 2017","11,232.95","11,266.95","11,299.35","11,211.15","14.05K","-0.33%"
"Nov 28, 2017","11,270.60","11,303.35","11,324.90","11,242.85","13.81K","-0.39%"
"Nov 27, 2017","11,314.25","11,290.85","11,326.00","11,239.40","13.96K","0.07%"
"Nov 24, 2017","11,306.40","11,240.40","11,352.55","11,235.75","18.46K","0.67%"
"Nov 23, 2017","11,230.60","11,149.80","11,255.05","11,132.75","16.37K","1.02%"
"Nov 22, 2017","11,117.50","11,133.80","11,167.65","11,098.65","14.48K","-0.02%"
"Nov 21, 2017","11,119.45","11,120.80","11,166.35","11,087.15","16.16K","0.17%"
"Nov 20, 2017","11,100.10","11,161.70","11,173.65","11,072.95","18.00K","-0.45%"
"Nov 17, 2017","11,150.00","11,311.95","11,311.95","11,127.00","18.81K","-1.48%"
"Nov 16, 2017","11,317.25","11,145.55","11,343.60","11,059.00","22.40K","1.75%"
"Nov 15, 2017","11,122.90","11,158.00","11,211.70","11,110.80","19.34K","-0.41%"
"Nov 14, 2017","11,168.75","11,240.55","11,275.65","11,139.80","24.70K","-0.60%"
"Nov 13, 2017","11,236.20","11,188.50","11,341.50","11,188.50","23.42K","0.12%"
"Nov 10, 2017","11,222.55","11,270.00","11,272.00","11,151.10","45.29K","-0.23%"
"Nov 09, 2017","11,248.45","11,275.45","11,301.25","11,201.65","11.79K","0.02%"
"Nov 08, 2017","11,245.90","11,227.70","11,306.45","11,197.60","23.66K","0.66%"
"Nov 07, 2017","11,172.10","10,942.40","11,243.20","10,934.50","34.03K","2.22%"
"Nov 06, 2017","10,929.90","10,834.00","10,952.35","10,820.05","13.28K","0.84%"
"Nov 03, 2017","10,839.05","10,840.30","10,873.95","10,824.95","12.82K","-0.06%"
"Nov 02, 2017","10,845.85","10,802.50","10,884.50","10,788.00","18.98K","0.26%"
"Nov 01, 2017","10,817.30","10,877.85","10,887.80","10,772.25","18.43K","-0.19%"
"Oct 31, 2017","10,837.90","10,793.10","10,870.55","10,781.00","20.51K","-0.15%"
"Oct 30, 2017","10,854.30","10,892.55","10,913.90","10,842.95","22.67K","-0.07%"
"Oct 27, 2017","10,862.05","10,901.30","10,911.65","10,831.25","12.96K","-0.19%"
"Oct 26, 2017","10,883.05","10,915.65","10,945.45","10,836.00","35.58K","-0.39%"
"Oct 25, 2017","10,925.45","10,829.80","10,986.50","10,799.35","18.55K","0.37%"
"Oct 24, 2017","10,884.80","11,056.35","11,057.30","10,860.35","16.18K","-1.03%"
"Oct 23, 2017","10,997.85","10,901.25","11,013.40","10,863.15","14.47K","0.98%"
"Oct 19, 2017","10,890.75","10,911.50","10,934.85","10,872.80","-","-0.18%"
"Oct 18, 2017","10,910.15","10,943.30","11,014.05","10,898.65","17.04K","-0.30%"
"Oct 17, 2017","10,942.70","10,946.85","11,006.65","10,910.40","11.56K","-0.17%"
"Oct 16, 2017","10,961.60","10,936.85","10,978.00","10,921.90","11.18K","0.34%"
"Oct 13, 2017","10,924.20","10,915.05","10,997.10","10,880.00","14.52K","0.39%"
"Oct 12, 2017","10,881.30","10,801.30","10,891.25","10,782.70","17.27K","0.89%"
"Oct 11, 2017","10,785.25","10,722.10","10,811.05","10,720.45","14.98K","0.55%"
"Oct 10, 2017","10,726.20","10,734.55","10,771.95","10,712.05","13.20K","0.43%"
"Oct 09, 2017","10,680.20","10,637.35","10,694.25","10,622.80","13.71K","0.23%"
"Oct 06, 2017","10,655.35","10,532.20","10,665.60","10,527.55","14.47K","1.24%"
"Oct 05, 2017","10,524.65","10,546.45","10,581.30","10,514.25","18.58K","-0.14%"
"Oct 04, 2017","10,539.85","10,551.75","10,578.35","10,502.15","8.83K","-0.06%"
"Oct 03, 2017","10,546.10","10,534.45","10,568.50","10,507.55","10.64K","0.68%"
"Sep 29, 2017","10,475.35","10,543.40","10,576.95","10,454.05","10.13K","-0.44%"
"Sep 28, 2017","10,521.90","10,544.15","10,613.25","10,470.55","26.43K","-0.21%"
"Sep 27, 2017","10,544.20","10,576.25","10,587.05","10,516.40","13.12K","-0.04%"
"Sep 26, 2017","10,548.50","10,575.20","10,604.15","10,481.95","11.47K","-0.20%"
"Sep 25, 2017","10,569.15","10,604.30","10,653.55","10,513.30","14.59K","-0.59%"
"Sep 22, 2017","10,632.10","10,628.50","10,672.95","10,593.25","21.31K","-0.20%"
"Sep 21, 2017","10,653.85","10,652.55","10,670.75","10,599.95","15.98K","0.02%"
"Sep 20, 2017","10,651.35","10,694.00","10,694.00","10,588.15","11.72K","-0.03%"
"Sep 19, 2017","10,654.85","10,658.35","10,668.65","10,611.90","11.64K","0.05%"
"Sep 18, 2017","10,649.50","10,601.40","10,675.05","10,601.35","16.70K","0.47%"
"Sep 15, 2017","10,599.75","10,519.65","10,621.65","10,479.95","20.72K","0.99%"
"Sep 14, 2017","10,496.05","10,438.20","10,505.25","10,428.45","18.87K","-0.09%"
"Sep 13, 2017","10,505.30","10,520.75","10,593.00","10,475.90","23.23K","0.04%"
"Sep 12, 2017","10,501.10","10,514.15","10,517.50","10,443.20","25.31K","0.40%"
"Sep 11, 2017","10,459.50","10,496.70","10,520.75","10,447.25","18.35K","0.03%"
"Sep 08, 2017","10,456.65","10,488.95","10,499.30","10,444.30","16.61K","-0.04%"
"Sep 07, 2017","10,460.95","10,466.05","10,477.30","10,423.25","13.66K","0.38%"
"Sep 06, 2017","10,421.65","10,472.10","10,484.65","10,407.90","20.79K","-0.73%"
"Sep 05, 2017","10,498.00","10,455.55","10,506.50","10,427.50","20.59K","0.54%"
"Sep 04, 2017","10,441.75","10,540.00","10,540.10","10,388.25","17.36K","-0.69%"
"Sep 01, 2017","10,514.40","10,537.60","10,563.80","10,455.65","14.92K","-0.42%"
"Aug 31, 2017","10,558.25","10,528.05","10,578.70","10,453.10","31.92K","0.62%"
"Aug 30, 2017","10,493.25","10,565.20","10,580.00","10,474.15","17.13K","-0.12%"
"Aug 29, 2017","10,506.00","10,593.00","10,596.15","10,475.50","15.71K","-0.81%"
"Aug 28, 2017","10,592.30","10,603.45","10,638.40","10,574.50","28.76K","0.84%"
"Aug 24, 2017","10,503.90","10,550.20","10,566.85","10,486.05","30.00K","0.24%"
"Aug 23, 2017","10,478.25","10,479.65","10,509.60","10,401.05","38.43K","0.31%"
"Aug 22, 2017","10,446.25","10,533.40","10,541.85","10,422.00","35.29K","0.06%"
"Aug 21, 2017","10,440.05","10,574.30","10,618.05","10,408.45","55.17K","-1.23%"
"Aug 18, 2017","10,570.00","10,768.00","10,768.00","10,474.70","94.17K","-2.11%"
"Aug 17, 2017","10,797.80","10,784.60","10,839.95","10,688.85","25.04K","1.30%"
"Aug 16, 2017","10,659.70","10,621.10","10,683.80","10,575.05","14.45K","0.68%"
"Aug 14, 2017","10,587.30","10,669.15","10,692.45","10,569.10","8.35K","-0.56%"
"Aug 11, 2017","10,647.05","10,623.65","10,718.15","10,587.70","15.97K","-0.14%"
"Aug 10, 2017","10,662.35","10,590.35","10,700.90","10,586.15","18.39K","0.46%"
"Aug 09, 2017","10,613.55","10,607.40","10,655.35","10,594.45","9.39K","-0.10%"
"Aug 08, 2017","10,623.70","10,700.80","10,708.30","10,581.85","12.24K","-0.52%"
"Aug 07, 2017","10,678.80","10,749.70","10,757.90","10,659.45","12.71K","-0.74%"
"Aug 04, 2017","10,757.95","10,695.15","10,771.85","10,681.65","13.16K","0.71%"
"Aug 03, 2017","10,682.50","10,736.50","10,762.50","10,672.75","15.17K","-0.42%"
"Aug 02, 2017","10,727.35","10,806.80","10,836.65","10,702.30","13.17K","-0.69%"
"Aug 01, 2017","10,801.85","10,808.10","10,887.80","10,767.40","25.59K","0.43%"
"Jul 31, 2017","10,755.75","10,665.30","10,802.40","10,637.80","19.19K","0.53%"
"Jul 28, 2017","10,699.45","10,627.50","10,722.70","10,511.10","16.17K","0.82%"
"Jul 27, 2017","10,612.30","10,795.10","10,905.20","10,577.95","34.09K","-1.58%"
"Jul 26, 2017","10,782.95","10,810.70","10,839.35","10,752.30","73.86K","-0.25%"
"Jul 25, 2017","10,810.35","10,813.60","10,827.45","10,738.50","21.75K","-0.12%"
"Jul 24, 2017","10,823.55","10,734.15","10,846.55","10,734.05","18.10K","1.05%"
"Jul 21, 2017","10,711.55","10,573.00","10,726.10","10,561.95","28.56K","2.10%"
"Jul 20, 2017","10,491.15","10,587.45","10,593.95","10,474.85","25.47K","-0.88%"
